i,r,etype,SO2,NOx,CO2,N2O,CH4
CoalOldUns,p06067,process,0.177201123,0.999626455,1.008830478,3.117913832,3.174603175
CoalOldUns,p39125,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p18179,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p51063,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p06083,process,0.177201123,0.999626455,1.008830478,3.117913832,3.174603175
CoalOldUns,p54005,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p28009,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p21055,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p19147,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p19159,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p37151,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p24015,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p18171,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p31077,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p31095,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p31151,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p21119,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p19045,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p27063,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p27039,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p27047,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p06009,process,0.177201123,0.999626455,1.008830478,3.117913832,3.174603175
CoalOldUns,p25001,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p51119,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p42065,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p18089,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p47003,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p47027,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p17029,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p47097,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p41001,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p36097,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p26159,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p17131,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p21127,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p21175,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p21177,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p17049,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p47105,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p46025,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p12041,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p18157,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p42109,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48277,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p12086,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p31057,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p48289,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p08097,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p38035,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p18091,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p18057,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p51595,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p40081,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p20071,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p13145,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p13251,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48433,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p39069,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p33009,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p29145,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p18129,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48311,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p17035,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p13297,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p27121,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p51157,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p51009,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p06111,process,0.177201123,0.999626455,1.008830478,3.117913832,3.174603175
CoalOldUns,p17033,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p08093,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p06037,process,0.177201123,0.999626455,1.008830478,3.117913832,3.174603175
CoalOldUns,p04027,process,0.177201123,0.999626455,1.008830478,3.117913832,3.174603175
CoalOldUns,p13129,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p19025,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p12055,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p51580,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p50017,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p20113,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p04021,process,0.177201123,0.999626455,1.008830478,3.117913832,3.174603175
CoalOldUns,p39051,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p08003,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p12017,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p47041,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p42031,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p46097,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p46073,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p18031,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p18037,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p51057,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p45089,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p36031,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p19195,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p40063,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p51027,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p51005,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p28087,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p18143,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p08099,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p48435,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p40101,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p29043,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p28073,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p18137,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p38057,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p13147,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p22049,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p51133,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48157,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p55047,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p30073,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p55127,process,0.681773813,1.751976893,1.01540288,1.133786848,0.989486704
CoalOldUns,p32021,process,0.177201123,0.999626455,1.008830478,3.117913832,3.174603175
CoalOldUns,p17057,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p36103,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p18161,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p29119,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p31157,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p35047,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p01081,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48367,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p38021,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p38003,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p27143,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p13293,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p06097,process,0.177201123,0.999626455,1.008830478,3.117913832,3.174603175
CoalOldUns,p26033,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p16019,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p13013,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p13183,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48271,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p40115,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p42033,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p26037,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p17135,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p28003,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p28071,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p22043,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p29005,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p17115,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p26149,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p17055,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p30033,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p31001,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p27109,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p34039,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p01097,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p46087,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p01057,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p01017,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p37131,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p08081,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p21087,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p18047,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p37013,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p38015,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p37159,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p26071,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p27067,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p21237,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48149,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p46081,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p23029,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48045,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p26131,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p28015,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p41003,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p27133,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p42063,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p22061,process,0.681773813,1.751976893,1.01540288,1.133786848,0.989486704
CoalOldUns,p42099,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p46137,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p48203,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p26013,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p40131,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p29019,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p40015,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p08059,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p54011,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48383,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p05141,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p08117,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p20035,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p05071,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p36041,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p51045,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48083,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p04017,process,0.177201123,0.999626455,1.008830478,3.117913832,3.174603175
CoalOldUns,p28085,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48357,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p48103,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p56003,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p47081,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p28143,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p29081,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p18005,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p13223,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p39015,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p47141,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p38101,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p25027,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p39091,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p06031,process,0.177201123,0.999626455,1.008830478,3.117913832,3.174603175
CoalOldUns,p06073,process,0.177201123,0.999626455,1.008830478,3.117913832,3.174603175
CoalOldUns,p13079,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p29037,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p36027,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48477,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p08101,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p29067,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p38009,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p37051,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p56017,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p26001,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p06061,process,0.177201123,0.999626455,1.008830478,3.117913832,3.174603175
CoalOldUns,p05129,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
