r,East_North_Central,East_South_Central,Mid_Atlantic,Mountain,New_England,Pacific,South_Atlantic,West_North_Central,West_South_Central
p12113,0.003,0.374,0.0,0.0,0.0,0.0,0.474,0.006,0.143
p12115,0.0,0.034,0.0,0.0,0.0,0.0,0.954,0.0,0.012
p12117,0.0,0.051,0.0,0.0,0.0,0.0,0.94,0.0,0.008
p12119,0.0,0.073,0.0,0.0,0.0,0.0,0.913,0.001,0.013
p12121,0.002,0.196,0.0,0.0,0.0,0.0,0.778,0.002,0.022
p12123,0.001,0.232,0.0,0.0,0.0,0.0,0.733,0.002,0.031
p12125,0.001,0.142,0.0,0.0,0.0,0.0,0.839,0.001,0.016
p12127,0.001,0.056,0.0,0.0,0.0,0.0,0.934,0.001,0.008
p12129,0.002,0.294,0.0,0.0,0.0,0.0,0.658,0.002,0.043
p12131,0.003,0.375,0.0,0.0,0.0,0.0,0.519,0.005,0.099
p12133,0.003,0.392,0.0,0.0,0.0,0.0,0.527,0.004,0.074
p13001,0.005,0.162,0.001,0.0,0.0,0.0,0.815,0.003,0.012
p13003,0.003,0.207,0.001,0.0,0.0,0.0,0.767,0.003,0.018
p13005,0.004,0.169,0.001,0.0,0.0,0.0,0.808,0.003,0.014
p13007,0.004,0.388,0.001,0.0,0.0,0.0,0.57,0.005,0.033
p13009,0.012,0.236,0.003,0.0,0.0,0.0,0.728,0.009,0.012
p13011,0.026,0.313,0.007,0.0,0.0,0.0,0.623,0.015,0.015
p13013,0.023,0.281,0.005,0.0,0.0,0.0,0.659,0.015,0.016
p13015,0.027,0.379,0.004,0.0,0.0,0.0,0.54,0.024,0.025
p13017,0.004,0.247,0.001,0.0,0.0,0.0,0.724,0.005,0.019
p13019,0.003,0.243,0.001,0.0,0.0,0.0,0.728,0.004,0.021
p13021,0.01,0.297,0.002,0.0,0.0,0.0,0.667,0.009,0.016
p13023,0.007,0.271,0.002,0.0,0.0,0.0,0.697,0.007,0.016
p13025,0.003,0.134,0.001,0.0,0.0,0.0,0.847,0.002,0.012
p13027,0.002,0.284,0.001,0.0,0.0,0.0,0.683,0.003,0.026
p13029,0.006,0.109,0.002,0.0,0.0,0.0,0.872,0.003,0.008
p13031,0.008,0.129,0.003,0.0,0.0,0.0,0.849,0.004,0.008
p13033,0.013,0.134,0.004,0.0,0.0,0.0,0.836,0.006,0.007
p13035,0.014,0.303,0.003,0.0,0.0,0.0,0.653,0.013,0.014
p13037,0.004,0.418,0.001,0.0,0.0,0.0,0.538,0.006,0.033
p13039,0.003,0.112,0.001,0.0,0.0,0.0,0.872,0.002,0.01
p13043,0.008,0.152,0.003,0.0,0.0,0.0,0.824,0.004,0.009
p13045,0.018,0.436,0.002,0.0,0.0,0.0,0.503,0.019,0.022
p13047,0.04,0.432,0.005,0.0,0.0,0.0,0.46,0.032,0.031
p13049,0.002,0.144,0.001,0.0,0.0,0.0,0.837,0.002,0.014
p13051,0.006,0.09,0.002,0.0,0.0,0.0,0.893,0.002,0.006
p13053,0.007,0.458,0.001,0.0,0.0,0.0,0.501,0.009,0.025
p13055,0.032,0.431,0.003,0.0,0.0,0.0,0.472,0.03,0.031
p13057,0.028,0.334,0.005,0.0,0.0,0.0,0.587,0.022,0.023
p13059,0.021,0.258,0.006,0.0,0.0,0.0,0.688,0.013,0.014
p13061,0.004,0.466,0.001,0.0,0.0,0.0,0.488,0.006,0.035
p13063,0.017,0.344,0.003,0.0,0.0,0.0,0.602,0.016,0.017
p13065,0.002,0.193,0.001,0.0,0.0,0.0,0.784,0.003,0.018
p13067,0.022,0.358,0.004,0.0,0.0,0.0,0.575,0.02,0.021
p13069,0.004,0.204,0.001,0.0,0.0,0.0,0.77,0.004,0.017
p13071,0.003,0.307,0.001,0.0,0.0,0.0,0.658,0.004,0.027
p13073,0.018,0.155,0.006,0.0,0.0,0.0,0.805,0.008,0.008
p13075,0.003,0.268,0.001,0.0,0.0,0.0,0.701,0.004,0.024
p13077,0.015,0.403,0.002,0.0,0.0,0.0,0.545,0.016,0.018
p13079,0.009,0.336,0.002,0.0,0.0,0.0,0.626,0.009,0.018
p13081,0.005,0.316,0.001,0.0,0.0,0.0,0.65,0.006,0.022
p13083,0.04,0.431,0.004,0.0,0.0,0.0,0.451,0.037,0.037
p13085,0.03,0.364,0.006,0.0,0.0,0.0,0.561,0.02,0.02
p13087,0.003,0.412,0.0,0.0,0.0,0.0,0.543,0.004,0.038
p13089,0.02,0.321,0.004,0.0,0.0,0.0,0.62,0.017,0.018
p13091,0.006,0.255,0.002,0.0,0.0,0.0,0.716,0.006,0.016
p13093,0.006,0.329,0.001,0.0,0.0,0.0,0.636,0.007,0.02
p13095,0.004,0.363,0.001,0.0,0.0,0.0,0.598,0.005,0.029
p13097,0.019,0.391,0.003,0.0,0.0,0.0,0.548,0.019,0.021
p13099,0.004,0.45,0.0,0.0,0.0,0.0,0.502,0.005,0.038
p13101,0.002,0.208,0.001,0.0,0.0,0.0,0.767,0.002,0.02
p13103,0.007,0.104,0.003,0.0,0.0,0.0,0.875,0.003,0.007
p13105,0.025,0.237,0.007,0.0,0.0,0.0,0.708,0.011,0.011
p13107,0.009,0.168,0.003,0.0,0.0,0.0,0.806,0.005,0.01
p13109,0.006,0.138,0.002,0.0,0.0,0.0,0.84,0.004,0.009
p13111,0.035,0.436,0.006,0.0,0.0,0.0,0.48,0.022,0.02
p13113,0.015,0.366,0.003,0.0,0.0,0.0,0.583,0.015,0.017
p13115,0.028,0.425,0.003,0.0,0.0,0.0,0.489,0.027,0.028
p13117,0.027,0.328,0.005,0.0,0.0,0.0,0.601,0.019,0.019
p13119,0.027,0.292,0.008,0.0,0.0,0.0,0.646,0.014,0.013
p13121,0.02,0.35,0.003,0.0,0.0,0.0,0.589,0.018,0.019
p13123,0.034,0.405,0.006,0.0,0.0,0.0,0.51,0.023,0.022
p13125,0.014,0.172,0.004,0.0,0.0,0.0,0.792,0.008,0.009
p13127,0.003,0.104,0.001,0.0,0.0,0.0,0.881,0.002,0.009
p13129,0.033,0.372,0.005,0.0,0.0,0.0,0.535,0.028,0.028
p13131,0.003,0.367,0.0,0.0,0.0,0.0,0.593,0.004,0.034
p13133,0.017,0.211,0.005,0.0,0.0,0.0,0.744,0.011,0.012
p13135,0.023,0.291,0.005,0.0,0.0,0.0,0.646,0.017,0.018
p13137,0.03,0.343,0.008,0.0,0.0,0.0,0.587,0.016,0.015
p13139,0.027,0.331,0.006,0.0,0.0,0.0,0.602,0.017,0.017
p13141,0.014,0.203,0.004,0.0,0.0,0.0,0.759,0.009,0.01
p13143,0.021,0.445,0.002,0.0,0.0,0.0,0.487,0.022,0.024
p13145,0.01,0.449,0.001,0.0,0.0,0.0,0.507,0.012,0.022
p13147,0.028,0.265,0.008,0.0,0.0,0.0,0.673,0.013,0.012
p13149,0.015,0.454,0.002,0.0,0.0,0.0,0.493,0.017,0.02
p13151,0.016,0.322,0.003,0.0,0.0,0.0,0.629,0.014,0.016
p13153,0.007,0.31,0.002,0.0,0.0,0.0,0.656,0.007,0.017
p13155,0.004,0.248,0.001,0.0,0.0,0.0,0.722,0.004,0.02
p13157,0.024,0.292,0.006,0.0,0.0,0.0,0.648,0.015,0.015
p13159,0.014,0.271,0.003,0.0,0.0,0.0,0.686,0.012,0.013
p13161,0.005,0.193,0.001,0.0,0.0,0.0,0.782,0.004,0.014
p13163,0.012,0.164,0.004,0.0,0.0,0.0,0.804,0.007,0.009
p13165,0.01,0.139,0.003,0.0,0.0,0.0,0.834,0.005,0.008
p13167,0.009,0.196,0.003,0.0,0.0,0.0,0.775,0.006,0.011
p13169,0.011,0.269,0.003,0.0,0.0,0.0,0.693,0.01,0.014
p13171,0.012,0.333,0.002,0.0,0.0,0.0,0.624,0.012,0.016
p13173,0.003,0.229,0.001,0.0,0.0,0.0,0.745,0.003,0.02
p13175,0.007,0.227,0.002,0.0,0.0,0.0,0.744,0.006,0.013
p13177,0.005,0.348,0.001,0.0,0.0,0.0,0.614,0.006,0.027
p13179,0.005,0.108,0.002,0.0,0.0,0.0,0.875,0.003,0.008
p13181,0.021,0.184,0.007,0.0,0.0,0.0,0.77,0.009,0.009
p13183,0.005,0.124,0.002,0.0,0.0,0.0,0.857,0.003,0.01
p13185,0.002,0.249,0.001,0.0,0.0,0.0,0.722,0.003,0.023
p13187,0.031,0.377,0.006,0.0,0.0,0.0,0.548,0.019,0.018
p13189,0.017,0.163,0.005,0.0,0.0,0.0,0.798,0.008,0.008
p13191,0.004,0.098,0.001,0.0,0.0,0.0,0.886,0.002,0.008
p13193,0.007,0.361,0.001,0.0,0.0,0.0,0.603,0.008,0.02
p13195,0.023,0.267,0.007,0.0,0.0,0.0,0.677,0.013,0.013
p13197,0.007,0.425,0.001,0.0,0.0,0.0,0.535,0.008,0.023
p13199,0.012,0.403,0.002,0.0,0.0,0.0,0.551,0.013,0.019
p13201,0.003,0.432,0.0,0.0,0.0,0.0,0.522,0.004,0.037
p13205,0.003,0.359,0.001,0.0,0.0,0.0,0.601,0.004,0.031
p13207,0.011,0.31,0.002,0.0,0.0,0.0,0.649,0.011,0.016
p13209,0.006,0.191,0.002,0.0,0.0,0.0,0.784,0.005,0.012
p13211,0.017,0.243,0.004,0.0,0.0,0.0,0.709,0.013,0.013
p13213,0.037,0.418,0.005,0.0,0.0,0.0,0.488,0.027,0.026
p13215,0.008,0.461,0.001,0.0,0.0,0.0,0.496,0.01,0.024
p13217,0.017,0.283,0.004,0.0,0.0,0.0,0.667,0.014,0.015
p13219,0.02,0.248,0.005,0.0,0.0,0.0,0.699,0.013,0.014
p13221,0.021,0.233,0.006,0.0,0.0,0.0,0.717,0.012,0.012
p13223,0.022,0.395,0.003,0.0,0.0,0.0,0.536,0.021,0.023
p13225,0.008,0.325,0.002,0.0,0.0,0.0,0.64,0.008,0.018
p13227,0.031,0.366,0.005,0.0,0.0,0.0,0.551,0.023,0.023
p13229,0.003,0.149,0.001,0.0,0.0,0.0,0.83,0.003,0.013
p13231,0.012,0.362,0.002,0.0,0.0,0.0,0.593,0.013,0.017
p13233,0.023,0.433,0.003,0.0,0.0,0.0,0.491,0.024,0.025
p13235,0.006,0.29,0.002,0.0,0.0,0.0,0.678,0.006,0.018
p13237,0.014,0.237,0.004,0.0,0.0,0.0,0.722,0.011,0.012
p13239,0.005,0.463,0.001,0.0,0.0,0.0,0.491,0.007,0.033
p13241,0.035,0.353,0.009,0.0,0.0,0.0,0.572,0.016,0.015
p13243,0.005,0.427,0.001,0.0,0.0,0.0,0.529,0.007,0.032
p13245,0.016,0.134,0.005,0.0,0.0,0.0,0.831,0.007,0.007
p13247,0.018,0.301,0.004,0.0,0.0,0.0,0.646,0.015,0.016
p13249,0.007,0.399,0.001,0.0,0.0,0.0,0.563,0.008,0.023
p13251,0.01,0.117,0.004,0.0,0.0,0.0,0.858,0.004,0.007
p13253,0.003,0.454,0.0,0.0,0.0,0.0,0.499,0.004,0.041
p13255,0.014,0.344,0.003,0.0,0.0,0.0,0.61,0.014,0.016
p13257,0.03,0.313,0.008,0.0,0.0,0.0,0.62,0.015,0.014
p13259,0.006,0.45,0.001,0.0,0.0,0.0,0.507,0.008,0.029
p13261,0.006,0.375,0.001,0.0,0.0,0.0,0.587,0.007,0.024
p13263,0.009,0.404,0.001,0.0,0.0,0.0,0.554,0.011,0.021
p13265,0.017,0.191,0.005,0.0,0.0,0.0,0.766,0.01,0.01
p13267,0.006,0.15,0.002,0.0,0.0,0.0,0.828,0.004,0.01
p13269,0.008,0.377,0.001,0.0,0.0,0.0,0.584,0.009,0.02
p13271,0.005,0.225,0.001,0.0,0.0,0.0,0.748,0.005,0.016
p13273,0.005,0.386,0.001,0.0,0.0,0.0,0.573,0.006,0.029
p13275,0.003,0.326,0.0,0.0,0.0,0.0,0.637,0.003,0.03
p13277,0.004,0.276,0.001,0.0,0.0,0.0,0.692,0.004,0.023
p13279,0.006,0.173,0.002,0.0,0.0,0.0,0.804,0.004,0.011
p13281,0.036,0.385,0.008,0.0,0.0,0.0,0.536,0.018,0.017
p13283,0.007,0.193,0.002,0.0,0.0,0.0,0.78,0.005,0.012
p13285,0.012,0.45,0.001,0.0,0.0,0.0,0.502,0.014,0.02
p13287,0.004,0.286,0.001,0.0,0.0,0.0,0.681,0.005,0.022
p13289,0.009,0.274,0.002,0.0,0.0,0.0,0.693,0.008,0.015
p13291,0.034,0.409,0.007,0.0,0.0,0.0,0.512,0.019,0.018
p13293,0.01,0.362,0.002,0.0,0.0,0.0,0.596,0.011,0.018
p13295,0.038,0.413,0.004,0.0,0.0,0.0,0.478,0.033,0.034
p13297,0.02,0.264,0.005,0.0,0.0,0.0,0.681,0.015,0.015
p13299,0.003,0.168,0.001,0.0,0.0,0.0,0.81,0.003,0.015
p13301,0.016,0.171,0.005,0.0,0.0,0.0,0.79,0.009,0.009
p13303,0.011,0.198,0.003,0.0,0.0,0.0,0.77,0.007,0.011
p13305,0.004,0.131,0.001,0.0,0.0,0.0,0.85,0.003,0.011
p13307,0.006,0.417,0.001,0.0,0.0,0.0,0.542,0.007,0.027
p13309,0.006,0.208,0.002,0.0,0.0,0.0,0.766,0.005,0.014
p13311,0.031,0.366,0.007,0.0,0.0,0.0,0.561,0.017,0.017
p13313,0.038,0.417,0.005,0.0,0.0,0.0,0.481,0.029,0.029
p13315,0.005,0.28,0.001,0.0,0.0,0.0,0.689,0.006,0.019
p13317,0.02,0.202,0.006,0.0,0.0,0.0,0.751,0.01,0.01
p13319,0.009,0.24,0.003,0.0,0.0,0.0,0.727,0.008,0.013
p13321,0.004,0.316,0.001,0.0,0.0,0.0,0.649,0.005,0.025
p16001,0.0,0.0,0.0,0.598,0.0,0.401,0.0,0.001,0.0
p16003,0.0,0.0,0.0,0.547,0.0,0.452,0.0,0.001,0.0
p16005,0.0,0.0,0.0,0.908,0.0,0.077,0.0,0.014,0.001
p16007,0.0,0.0,0.0,0.927,0.0,0.049,0.0,0.022,0.002
p16009,0.0,0.0,0.0,0.544,0.0,0.454,0.0,0.001,0.0
p16011,0.0,0.0,0.0,0.901,0.0,0.085,0.0,0.013,0.001
p16013,0.0,0.0,0.0,0.82,0.0,0.174,0.0,0.005,0.0
p16015,0.0,0.0,0.0,0.644,0.0,0.354,0.0,0.002,0.0
p16017,0.0,0.0,0.0,0.55,0.0,0.449,0.0,0.002,0.0
p16019,0.0,0.0,0.0,0.919,0.0,0.06,0.0,0.02,0.001
p16021,0.0,0.0,0.0,0.565,0.0,0.434,0.0,0.002,0.0
p16023,0.0,0.0,0.0,0.862,0.0,0.128,0.0,0.009,0.0
p16025,0.0,0.0,0.0,0.752,0.0,0.244,0.0,0.003,0.0
p16027,0.0,0.0,0.0,0.54,0.0,0.459,0.0,0.001,0.0
p16029,0.0,0.0,0.0,0.923,0.0,0.056,0.0,0.02,0.001
p16031,0.0,0.0,0.0,0.849,0.0,0.144,0.0,0.006,0.001
p16033,0.0,0.0,0.0,0.894,0.0,0.092,0.0,0.014,0.0
p16035,0.0,0.0,0.0,0.658,0.0,0.339,0.0,0.003,0.0
p16037,0.0,0.0,0.0,0.784,0.0,0.211,0.0,0.005,0.0
p16039,0.0,0.0,0.0,0.686,0.0,0.311,0.0,0.002,0.0
p16041,0.0,0.0,0.0,0.92,0.0,0.062,0.0,0.017,0.002
p16043,0.0,0.0,0.0,0.915,0.0,0.062,0.0,0.022,0.001
p16045,0.0,0.0,0.0,0.564,0.0,0.435,0.0,0.001,0.0
p16047,0.0,0.0,0.0,0.754,0.0,0.243,0.0,0.003,0.0
p16049,0.0,0.0,0.0,0.625,0.0,0.373,0.0,0.002,0.0
p16051,0.0,0.0,0.0,0.897,0.0,0.088,0.0,0.014,0.001
p16053,0.0,0.0,0.0,0.801,0.0,0.194,0.0,0.004,0.0
p16055,0.0,0.0,0.0,0.539,0.0,0.459,0.0,0.001,0.0
p16057,0.0,0.0,0.0,0.539,0.0,0.46,0.0,0.001,0.0
p16059,0.0,0.0,0.0,0.789,0.0,0.204,0.0,0.006,0.0
p16061,0.0,0.0,0.0,0.56,0.0,0.438,0.0,0.001,0.0
p16063,0.0,0.0,0.0,0.81,0.0,0.185,0.0,0.005,0.0
p16065,0.0,0.0,0.0,0.915,0.0,0.065,0.0,0.02,0.001
p16067,0.0,0.0,0.0,0.844,0.0,0.149,0.0,0.006,0.001
p16069,0.0,0.0,0.0,0.528,0.0,0.47,0.0,0.001,0.0
p16071,0.0,0.0,0.0,0.899,0.0,0.088,0.0,0.011,0.001
p16073,0.0,0.0,0.0,0.608,0.0,0.391,0.0,0.001,0.0
p16075,0.0,0.0,0.0,0.521,0.0,0.478,0.0,0.001,0.0
p16077,0.0,0.0,0.0,0.886,0.0,0.103,0.0,0.01,0.001
p16079,0.0,0.0,0.0,0.632,0.0,0.366,0.0,0.002,0.0
p16081,0.0,0.0,0.0,0.922,0.0,0.052,0.0,0.025,0.001
p16083,0.0,0.0,0.0,0.769,0.0,0.227,0.0,0.003,0.0
p16085,0.0,0.0,0.0,0.653,0.0,0.344,0.0,0.002,0.0
p16087,0.0,0.0,0.0,0.547,0.0,0.452,0.0,0.001,0.0
p17001,0.489,0.044,0.002,0.001,0.0,0.0,0.004,0.428,0.032
p17003,0.296,0.26,0.002,0.0,0.0,0.0,0.019,0.278,0.145
p17005,0.455,0.147,0.003,0.0,0.0,0.0,0.012,0.315,0.067
p17007,0.639,0.024,0.009,0.001,0.0,0.0,0.008,0.314,0.006
p17009,0.529,0.057,0.002,0.001,0.0,0.0,0.005,0.371,0.035
p17011,0.575,0.033,0.005,0.001,0.0,0.0,0.007,0.367,0.012
p17013,0.437,0.074,0.002,0.001,0.0,0.0,0.006,0.427,0.054
p17015,0.512,0.017,0.004,0.001,0.0,0.0,0.004,0.456,0.006
p17017,0.562,0.072,0.003,0.001,0.0,0.0,0.007,0.317,0.037
p17019,0.661,0.117,0.011,0.0,0.0,0.0,0.024,0.155,0.031
p17021,0.543,0.124,0.005,0.001,0.0,0.0,0.013,0.267,0.047
p17023,0.568,0.195,0.011,0.0,0.0,0.0,0.031,0.152,0.043
p17025,0.479,0.232,0.006,0.0,0.0,0.0,0.02,0.197,0.065
p17027,0.444,0.165,0.003,0.0,0.0,0.0,0.013,0.294,0.081
p17029,0.578,0.164,0.009,0.0,0.0,0.0,0.024,0.182,0.043
p17031,0.712,0.05,0.018,0.0,0.0,0.0,0.017,0.194,0.008
p17033,0.529,0.235,0.01,0.0,0.0,0.0,0.03,0.146,0.049
p17035,0.546,0.187,0.008,0.0,0.0,0.0,0.023,0.187,0.049
p17037,0.633,0.03,0.009,0.001,0.0,0.0,0.009,0.309,0.009
p17039,0.648,0.102,0.007,0.001,0.0,0.0,0.016,0.192,0.033
p17041,0.61,0.143,0.01,0.0,0.0,0.0,0.024,0.174,0.038
p17043,0.686,0.043,0.013,0.0,0.0,0.0,0.014,0.234,0.009
p17045,0.613,0.161,0.013,0.0,0.0,0.0,0.031,0.145,0.036
p17047,0.44,0.297,0.006,0.0,0.0,0.0,0.026,0.164,0.066
p17049,0.507,0.193,0.006,0.0,0.0,0.0,0.018,0.218,0.057
p17051,0.484,0.17,0.005,0.0,0.0,0.0,0.014,0.264,0.062
p17053,0.684,0.085,0.011,0.0,0.0,0.0,0.021,0.175,0.023
p17055,0.386,0.235,0.003,0.0,0.0,0.0,0.019,0.258,0.099
p17057,0.568,0.054,0.003,0.001,0.0,0.0,0.007,0.341,0.025
p17059,0.365,0.339,0.004,0.0,0.0,0.0,0.026,0.181,0.085
p17061,0.472,0.081,0.002,0.001,0.0,0.0,0.006,0.387,0.05
p17063,0.667,0.051,0.011,0.001,0.0,0.0,0.014,0.243,0.014
p17065,0.397,0.278,0.004,0.0,0.0,0.0,0.021,0.214,0.086
p17067,0.493,0.036,0.002,0.002,0.0,0.0,0.004,0.441,0.023
p17069,0.352,0.335,0.004,0.0,0.0,0.0,0.029,0.187,0.094
p17071,0.49,0.03,0.002,0.001,0.0,0.0,0.004,0.456,0.017
p17073,0.527,0.028,0.003,0.001,0.0,0.0,0.005,0.425,0.012
p17075,0.693,0.09,0.015,0.0,0.0,0.0,0.024,0.158,0.02
p17077,0.344,0.211,0.002,0.0,0.0,0.0,0.016,0.31,0.115
p17079,0.518,0.219,0.008,0.0,0.0,0.0,0.024,0.177,0.054
p17081,0.424,0.226,0.004,0.0,0.0,0.0,0.017,0.24,0.088
p17083,0.443,0.087,0.002,0.001,0.0,0.0,0.007,0.401,0.058
p17085,0.514,0.013,0.003,0.001,0.0,0.0,0.003,0.46,0.005
p17087,0.333,0.277,0.002,0.0,0.0,0.0,0.023,0.246,0.118
p17089,0.662,0.035,0.011,0.001,0.0,0.0,0.011,0.272,0.008
p17091,0.694,0.071,0.015,0.0,0.0,0.0,0.02,0.185,0.015
p17093,0.661,0.043,0.011,0.001,0.0,0.0,0.013,0.261,0.011
p17095,0.557,0.039,0.003,0.001,0.0,0.0,0.006,0.377,0.017
p17097,0.727,0.039,0.018,0.0,0.0,0.0,0.015,0.194,0.006
p17099,0.633,0.041,0.008,0.001,0.0,0.0,0.011,0.293,0.013
p17101,0.494,0.274,0.009,0.0,0.0,0.0,0.03,0.138,0.055
p17103,0.583,0.026,0.006,0.001,0.0,0.0,0.007,0.367,0.009
p17105,0.667,0.064,0.01,0.001,0.0,0.0,0.016,0.225,0.019
p17107,0.623,0.093,0.006,0.001,0.0,0.0,0.013,0.229,0.035
p17109,0.529,0.044,0.002,0.001,0.0,0.0,0.005,0.395,0.024
p17111,0.671,0.028,0.011,0.001,0.0,0.0,0.009,0.273,0.006
p17113,0.661,0.083,0.008,0.001,0.0,0.0,0.016,0.205,0.027
p17115,0.6,0.118,0.006,0.001,0.0,0.0,0.016,0.219,0.04
p17117,0.48,0.105,0.003,0.001,0.0,0.0,0.008,0.348,0.055
p17119,0.425,0.115,0.003,0.001,0.0,0.0,0.009,0.38,0.068
p17121,0.46,0.207,0.004,0.0,0.0,0.0,0.017,0.236,0.075
p17123,0.611,0.047,0.006,0.001,0.0,0.0,0.009,0.309,0.017
p17125,0.595,0.071,0.004,0.001,0.0,0.0,0.009,0.288,0.032
p17127,0.317,0.3,0.002,0.0,0.0,0.0,0.027,0.236,0.118
p17129,0.592,0.084,0.004,0.001,0.0,0.0,0.01,0.272,0.037
p17131,0.509,0.025,0.002,0.001,0.0,0.0,0.004,0.445,0.013
p17133,0.395,0.138,0.002,0.001,0.0,0.0,0.01,0.356,0.098
p17135,0.49,0.128,0.004,0.001,0.0,0.0,0.011,0.31,0.056
p17137,0.529,0.08,0.003,0.001,0.0,0.0,0.007,0.337,0.042
p17139,0.579,0.143,0.007,0.0,0.0,0.0,0.019,0.209,0.043
p17141,0.58,0.021,0.006,0.001,0.0,0.0,0.006,0.379,0.007
p17143,0.6,0.051,0.005,0.001,0.0,0.0,0.008,0.315,0.021
p17145,0.389,0.193,0.003,0.0,0.0,0.0,0.016,0.295,0.104
p17147,0.633,0.118,0.008,0.0,0.0,0.0,0.019,0.185,0.035
p17149,0.476,0.058,0.002,0.001,0.0,0.0,0.005,0.417,0.041
p17151,0.335,0.318,0.003,0.0,0.0,0.0,0.027,0.211,0.107
p17153,0.299,0.285,0.002,0.0,0.0,0.0,0.021,0.26,0.133
p17155,0.606,0.041,0.006,0.001,0.0,0.0,0.009,0.322,0.015
p17157,0.371,0.168,0.002,0.0,0.0,0.0,0.013,0.339,0.108
p17159,0.486,0.26,0.007,0.0,0.0,0.0,0.025,0.16,0.061
p17161,0.488,0.021,0.003,0.001,0.0,0.0,0.004,0.474,0.01
p17163,0.414,0.137,0.002,0.001,0.0,0.0,0.011,0.347,0.088
p17165,0.367,0.294,0.004,0.0,0.0,0.0,0.024,0.215,0.097
p17167,0.562,0.1,0.004,0.001,0.0,0.0,0.011,0.279,0.043
p17169,0.551,0.056,0.003,0.001,0.0,0.0,0.006,0.353,0.031
p17171,0.505,0.072,0.002,0.001,0.0,0.0,0.006,0.371,0.043
p17173,0.538,0.154,0.006,0.0,0.0,0.0,0.017,0.235,0.049
p17175,0.577,0.039,0.004,0.001,0.0,0.0,0.007,0.356,0.016
p17177,0.561,0.015,0.005,0.001,0.0,0.0,0.005,0.408,0.006
p17179,0.62,0.068,0.005,0.001,0.0,0.0,0.01,0.269,0.026
p17181,0.317,0.25,0.002,0.0,0.0,0.0,0.019,0.285,0.127
p17183,0.674,0.125,0.014,0.0,0.0,0.0,0.03,0.128,0.028
p17185,0.449,0.303,0.007,0.0,0.0,0.0,0.029,0.15,0.061
p17187,0.516,0.034,0.003,0.001,0.0,0.0,0.005,0.425,0.017
p17189,0.428,0.179,0.003,0.0,0.0,0.0,0.014,0.281,0.094
p17191,0.439,0.269,0.005,0.0,0.0,0.0,0.022,0.191,0.073
p17193,0.395,0.324,0.005,0.0,0.0,0.0,0.025,0.177,0.075
p17195,0.515,0.021,0.004,0.001,0.0,0.0,0.005,0.446,0.008
p17197,0.689,0.057,0.014,0.0,0.0,0.0,0.017,0.21,0.012
p17199,0.358,0.249,0.003,0.0,0.0,0.0,0.021,0.26,0.11
p17201,0.608,0.02,0.007,0.001,0.0,0.0,0.006,0.352,0.006
p17203,0.634,0.06,0.006,0.001,0.0,0.0,0.011,0.266,0.021
p18001,0.633,0.18,0.061,0.0,0.002,0.0,0.081,0.036,0.008
p18003,0.674,0.145,0.061,0.0,0.002,0.0,0.068,0.044,0.007
p18005,0.505,0.321,0.027,0.0,0.001,0.0,0.075,0.05,0.021
p18007,0.694,0.117,0.019,0.0,0.001,0.0,0.032,0.118,0.019
p18009,0.618,0.208,0.048,0.0,0.001,0.0,0.076,0.039,0.01
p18011,0.629,0.199,0.026,0.0,0.001,0.0,0.054,0.071,0.02
p18013,0.525,0.298,0.023,0.0,0.001,0.0,0.066,0.062,0.025
p18015,0.678,0.153,0.027,0.0,0.001,0.0,0.045,0.08,0.016
p18017,0.682,0.148,0.031,0.0,0.001,0.0,0.047,0.077,0.013
p18019,0.427,0.401,0.022,0.0,0.0,0.0,0.078,0.048,0.023
p18021,0.585,0.21,0.017,0.0,0.0,0.0,0.044,0.109,0.035
p18023,0.656,0.18,0.027,0.0,0.001,0.0,0.05,0.068,0.018
p18025,0.428,0.392,0.014,0.0,0.0,0.0,0.056,0.074,0.035
p18027,0.504,0.29,0.013,0.0,0.0,0.0,0.043,0.106,0.044
p18029,0.426,0.394,0.037,0.0,0.001,0.0,0.103,0.027,0.012
p18031,0.49,0.334,0.033,0.0,0.001,0.0,0.087,0.039,0.017
p18033,0.697,0.118,0.067,0.0,0.002,0.0,0.065,0.046,0.006
p18035,0.592,0.237,0.044,0.0,0.001,0.0,0.077,0.037,0.012
p18037,0.456,0.342,0.012,0.0,0.0,0.0,0.048,0.097,0.044
p18039,0.73,0.097,0.045,0.0,0.001,0.0,0.042,0.077,0.007
p18041,0.502,0.32,0.041,0.0,0.001,0.0,0.092,0.032,0.013
p18043,0.426,0.403,0.019,0.0,0.0,0.0,0.07,0.055,0.027
p18045,0.661,0.152,0.018,0.0,0.0,0.0,0.038,0.104,0.025
p18047,0.465,0.355,0.04,0.0,0.001,0.0,0.098,0.029,0.012
p18049,0.7,0.128,0.034,0.0,0.001,0.0,0.044,0.082,0.011
p18051,0.433,0.333,0.008,0.0,0.0,0.0,0.034,0.134,0.058
p18053,0.636,0.196,0.042,0.0,0.001,0.0,0.066,0.048,0.012
p18055,0.542,0.26,0.016,0.0,0.0,0.0,0.047,0.097,0.038
p18057,0.61,0.223,0.032,0.0,0.001,0.0,0.062,0.056,0.017
p18059,0.565,0.264,0.034,0.0,0.001,0.0,0.073,0.048,0.016
p18061,0.43,0.39,0.016,0.0,0.0,0.0,0.068,0.063,0.031
p18063,0.601,0.22,0.024,0.0,0.001,0.0,0.056,0.075,0.023
