r,East_North_Central,East_South_Central,Mid_Atlantic,Mountain,New_England,Pacific,South_Atlantic,West_North_Central,West_South_Central
p21169,0.223,0.492,0.014,0.0,0.0,0.0,0.157,0.07,0.044
p21171,0.189,0.511,0.013,0.0,0.0,0.0,0.161,0.076,0.051
p21173,0.269,0.437,0.045,0.0,0.001,0.0,0.215,0.022,0.012
p21175,0.24,0.407,0.052,0.0,0.001,0.0,0.277,0.014,0.008
p21177,0.278,0.434,0.007,0.0,0.0,0.0,0.062,0.142,0.076
p21179,0.332,0.451,0.02,0.0,0.0,0.0,0.114,0.054,0.028
p21181,0.313,0.416,0.046,0.0,0.001,0.0,0.193,0.02,0.011
p21183,0.325,0.429,0.009,0.0,0.0,0.0,0.064,0.115,0.059
p21185,0.399,0.424,0.024,0.0,0.001,0.0,0.09,0.042,0.021
p21187,0.355,0.436,0.035,0.0,0.001,0.0,0.128,0.03,0.015
p21189,0.183,0.472,0.039,0.0,0.001,0.0,0.27,0.022,0.013
p21191,0.363,0.408,0.044,0.0,0.001,0.0,0.152,0.021,0.011
p21193,0.165,0.439,0.038,0.0,0.001,0.0,0.33,0.016,0.01
p21195,0.189,0.395,0.051,0.0,0.002,0.0,0.348,0.009,0.006
p21197,0.242,0.453,0.044,0.0,0.001,0.0,0.225,0.022,0.012
p21199,0.172,0.486,0.023,0.0,0.001,0.0,0.256,0.038,0.024
p21201,0.336,0.405,0.048,0.0,0.001,0.0,0.182,0.019,0.01
p21203,0.176,0.493,0.03,0.0,0.001,0.0,0.247,0.033,0.02
p21205,0.282,0.388,0.053,0.0,0.001,0.0,0.253,0.014,0.008
p21207,0.193,0.492,0.018,0.0,0.0,0.0,0.213,0.051,0.032
p21209,0.303,0.456,0.038,0.0,0.001,0.0,0.156,0.03,0.015
p21211,0.348,0.451,0.027,0.0,0.001,0.0,0.111,0.042,0.021
p21213,0.204,0.484,0.008,0.0,0.0,0.0,0.11,0.117,0.076
p21215,0.342,0.455,0.024,0.0,0.001,0.0,0.107,0.047,0.024
p21217,0.259,0.475,0.019,0.0,0.0,0.0,0.158,0.056,0.032
p21219,0.22,0.447,0.006,0.0,0.0,0.0,0.082,0.152,0.093
p21221,0.258,0.381,0.004,0.0,0.0,0.0,0.056,0.189,0.113
p21223,0.401,0.423,0.027,0.0,0.001,0.0,0.093,0.038,0.018
p21225,0.344,0.376,0.005,0.0,0.0,0.0,0.032,0.162,0.081
p21227,0.243,0.477,0.01,0.0,0.0,0.0,0.099,0.106,0.064
p21229,0.295,0.469,0.024,0.0,0.001,0.0,0.137,0.048,0.026
p21231,0.16,0.494,0.018,0.0,0.0,0.0,0.253,0.045,0.03
p21233,0.32,0.395,0.005,0.0,0.0,0.0,0.039,0.16,0.08
p21235,0.115,0.466,0.022,0.0,0.001,0.0,0.348,0.029,0.019
p21237,0.225,0.445,0.047,0.0,0.001,0.0,0.252,0.018,0.011
p21239,0.281,0.479,0.034,0.0,0.001,0.0,0.15,0.037,0.019
p22001,0.003,0.312,0.0,0.001,0.0,0.0,0.033,0.007,0.644
p22003,0.003,0.303,0.0,0.001,0.0,0.0,0.027,0.008,0.658
p22005,0.003,0.322,0.0,0.0,0.0,0.0,0.075,0.007,0.594
p22007,0.002,0.277,0.0,0.0,0.0,0.0,0.072,0.006,0.643
p22009,0.004,0.42,0.0,0.001,0.0,0.0,0.037,0.01,0.528
p22011,0.003,0.245,0.0,0.002,0.0,0.0,0.022,0.008,0.72
p22013,0.01,0.238,0.0,0.002,0.0,0.0,0.022,0.028,0.7
p22015,0.011,0.179,0.0,0.003,0.0,0.0,0.016,0.038,0.752
p22017,0.01,0.157,0.0,0.003,0.0,0.0,0.014,0.037,0.778
p22019,0.002,0.222,0.0,0.002,0.0,0.0,0.022,0.006,0.746
p22021,0.009,0.352,0.0,0.001,0.0,0.0,0.033,0.024,0.581
p22023,0.002,0.206,0.0,0.001,0.0,0.0,0.023,0.005,0.763
p22025,0.006,0.423,0.0,0.001,0.0,0.0,0.037,0.016,0.517
p22027,0.014,0.238,0.0,0.002,0.0,0.0,0.02,0.039,0.687
p22029,0.005,0.459,0.0,0.0,0.0,0.0,0.04,0.013,0.481
p22031,0.007,0.191,0.0,0.003,0.0,0.0,0.017,0.024,0.758
p22033,0.003,0.381,0.0,0.0,0.0,0.0,0.064,0.008,0.543
p22035,0.014,0.447,0.0,0.0,0.0,0.0,0.036,0.035,0.467
p22037,0.004,0.436,0.0,0.0,0.0,0.0,0.061,0.009,0.49
p22039,0.003,0.357,0.0,0.001,0.0,0.0,0.032,0.008,0.598
p22041,0.009,0.395,0.0,0.001,0.0,0.0,0.039,0.024,0.532
p22043,0.006,0.334,0.0,0.001,0.0,0.0,0.029,0.016,0.614
p22045,0.002,0.261,0.0,0.001,0.0,0.0,0.049,0.005,0.683
p22047,0.003,0.337,0.0,0.0,0.0,0.0,0.058,0.007,0.595
p22049,0.011,0.287,0.0,0.001,0.0,0.0,0.027,0.028,0.646
p22051,0.002,0.333,0.0,0.0,0.0,0.0,0.108,0.004,0.553
p22053,0.002,0.275,0.0,0.001,0.0,0.0,0.028,0.006,0.687
p22055,0.003,0.323,0.0,0.001,0.0,0.0,0.04,0.006,0.628
p22057,0.002,0.292,0.0,0.0,0.0,0.0,0.095,0.004,0.607
p22059,0.006,0.38,0.0,0.001,0.0,0.0,0.034,0.017,0.562
p22061,0.013,0.268,0.0,0.001,0.0,0.0,0.024,0.034,0.659
p22063,0.003,0.358,0.0,0.0,0.0,0.0,0.08,0.007,0.551
p22065,0.011,0.433,0.0,0.0,0.0,0.0,0.042,0.028,0.486
p22067,0.015,0.376,0.0,0.001,0.0,0.0,0.03,0.04,0.538
p22069,0.006,0.266,0.0,0.002,0.0,0.0,0.023,0.017,0.685
p22071,0.002,0.391,0.0,0.0,0.0,0.0,0.111,0.005,0.491
p22073,0.012,0.326,0.0,0.001,0.0,0.0,0.03,0.032,0.599
p22075,0.002,0.302,0.0,0.0,0.0,0.0,0.143,0.003,0.55
p22077,0.003,0.419,0.0,0.0,0.0,0.0,0.046,0.008,0.523
p22079,0.005,0.352,0.0,0.001,0.0,0.0,0.03,0.012,0.601
p22081,0.008,0.226,0.0,0.002,0.0,0.0,0.02,0.023,0.72
p22083,0.012,0.372,0.0,0.001,0.0,0.0,0.035,0.03,0.55
p22085,0.005,0.225,0.0,0.002,0.0,0.0,0.019,0.016,0.732
p22087,0.002,0.377,0.0,0.0,0.0,0.0,0.152,0.004,0.465
p22089,0.002,0.334,0.0,0.0,0.0,0.0,0.096,0.005,0.562
p22091,0.004,0.425,0.0,0.0,0.0,0.0,0.074,0.009,0.488
p22093,0.003,0.296,0.0,0.0,0.0,0.0,0.081,0.006,0.614
p22095,0.003,0.335,0.0,0.0,0.0,0.0,0.091,0.006,0.565
p22097,0.003,0.385,0.0,0.001,0.0,0.0,0.039,0.008,0.565
p22099,0.003,0.318,0.0,0.001,0.0,0.0,0.051,0.006,0.622
p22101,0.002,0.242,0.0,0.0,0.0,0.0,0.058,0.005,0.692
p22103,0.003,0.41,0.0,0.0,0.0,0.0,0.109,0.006,0.472
p22105,0.004,0.384,0.0,0.0,0.0,0.0,0.093,0.008,0.512
p22107,0.008,0.441,0.0,0.0,0.0,0.0,0.044,0.021,0.486
p22109,0.002,0.243,0.0,0.0,0.0,0.0,0.079,0.004,0.672
p22111,0.015,0.306,0.0,0.001,0.0,0.0,0.025,0.04,0.613
p22113,0.002,0.256,0.0,0.001,0.0,0.0,0.036,0.005,0.7
p22115,0.004,0.27,0.0,0.002,0.0,0.0,0.023,0.011,0.69
p22117,0.004,0.415,0.0,0.0,0.0,0.0,0.107,0.009,0.465
p22119,0.012,0.203,0.0,0.002,0.0,0.0,0.018,0.038,0.726
p22121,0.003,0.371,0.0,0.0,0.0,0.0,0.058,0.007,0.561
p22123,0.015,0.417,0.0,0.001,0.0,0.0,0.033,0.038,0.496
p22125,0.004,0.448,0.0,0.0,0.0,0.0,0.049,0.009,0.491
p22127,0.008,0.309,0.0,0.001,0.0,0.0,0.027,0.021,0.634
p23001,0.004,0.0,0.172,0.0,0.814,0.0,0.01,0.0,0.0
p23003,0.001,0.0,0.066,0.0,0.932,0.0,0.002,0.0,0.0
p23005,0.004,0.0,0.181,0.0,0.801,0.0,0.013,0.0,0.0
p23007,0.003,0.0,0.191,0.0,0.799,0.0,0.007,0.0,0.0
p23009,0.002,0.0,0.078,0.0,0.915,0.0,0.005,0.0,0.0
p23011,0.003,0.0,0.145,0.0,0.844,0.0,0.008,0.0,0.0
p23013,0.002,0.0,0.102,0.0,0.887,0.0,0.008,0.0,0.0
p23015,0.003,0.0,0.127,0.0,0.86,0.0,0.01,0.0,0.0
p23017,0.004,0.0,0.217,0.0,0.769,0.0,0.009,0.0,0.0
p23019,0.001,0.0,0.088,0.0,0.907,0.0,0.003,0.0,0.0
p23021,0.002,0.0,0.109,0.0,0.886,0.0,0.003,0.0,0.0
p23023,0.003,0.0,0.147,0.0,0.839,0.0,0.011,0.0,0.0
p23025,0.002,0.0,0.152,0.0,0.841,0.0,0.004,0.0,0.0
p23027,0.002,0.0,0.11,0.0,0.881,0.0,0.006,0.0,0.0
p23029,0.001,0.0,0.055,0.0,0.941,0.0,0.003,0.0,0.0
p23031,0.005,0.0,0.208,0.0,0.769,0.0,0.018,0.0,0.0
p24001,0.134,0.041,0.384,0.0,0.023,0.0,0.416,0.001,0.001
p24003,0.051,0.023,0.312,0.0,0.061,0.0,0.552,0.0,0.0
p24005,0.051,0.018,0.386,0.0,0.065,0.0,0.48,0.0,0.0
p24009,0.049,0.027,0.262,0.0,0.052,0.0,0.609,0.001,0.0
p24011,0.032,0.015,0.357,0.0,0.069,0.0,0.525,0.0,0.0
p24013,0.062,0.02,0.405,0.0,0.055,0.0,0.458,0.0,0.0
p24015,0.035,0.012,0.405,0.0,0.088,0.0,0.459,0.0,0.0
p24017,0.063,0.037,0.234,0.0,0.043,0.0,0.622,0.001,0.0
p24019,0.037,0.021,0.304,0.0,0.053,0.0,0.584,0.0,0.0
p24021,0.074,0.025,0.385,0.0,0.046,0.0,0.468,0.001,0.0
p24023,0.173,0.055,0.348,0.0,0.016,0.0,0.405,0.001,0.001
p24025,0.043,0.014,0.402,0.0,0.076,0.0,0.465,0.0,0.0
p24027,0.061,0.024,0.351,0.0,0.055,0.0,0.508,0.0,0.0
p24029,0.039,0.016,0.362,0.0,0.076,0.0,0.507,0.0,0.0
p24031,0.07,0.029,0.33,0.0,0.048,0.0,0.522,0.001,0.0
p24033,0.06,0.029,0.285,0.0,0.052,0.0,0.574,0.001,0.0
p24035,0.039,0.017,0.345,0.0,0.071,0.0,0.528,0.0,0.0
p24037,0.046,0.03,0.246,0.0,0.044,0.0,0.633,0.001,0.0
p24039,0.03,0.02,0.295,0.0,0.047,0.0,0.607,0.0,0.0
p24041,0.041,0.02,0.311,0.0,0.062,0.0,0.565,0.0,0.0
p24043,0.09,0.028,0.402,0.0,0.037,0.0,0.441,0.001,0.0
p24045,0.027,0.016,0.346,0.0,0.056,0.0,0.555,0.0,0.0
p24047,0.022,0.013,0.349,0.0,0.054,0.0,0.561,0.0,0.0
p24510,0.051,0.02,0.362,0.0,0.064,0.0,0.503,0.0,0.0
p25001,0.003,0.001,0.272,0.0,0.694,0.0,0.03,0.0,0.0
p25003,0.011,0.001,0.446,0.0,0.493,0.0,0.048,0.0,0.0
p25005,0.004,0.001,0.348,0.0,0.608,0.0,0.039,0.0,0.0
p25007,0.004,0.001,0.34,0.0,0.618,0.0,0.038,0.0,0.0
p25009,0.005,0.001,0.227,0.0,0.739,0.0,0.028,0.0,0.0
p25011,0.009,0.001,0.389,0.0,0.561,0.0,0.04,0.0,0.0
p25013,0.01,0.001,0.368,0.0,0.567,0.0,0.054,0.0,0.0
p25015,0.01,0.001,0.383,0.0,0.559,0.0,0.047,0.0,0.0
p25017,0.006,0.001,0.264,0.0,0.694,0.0,0.035,0.0,0.0
p25019,0.003,0.001,0.283,0.0,0.681,0.0,0.032,0.0,0.0
p25021,0.005,0.001,0.301,0.0,0.657,0.0,0.036,0.0,0.0
p25023,0.004,0.001,0.295,0.0,0.667,0.0,0.033,0.0,0.0
p25025,0.005,0.001,0.268,0.0,0.694,0.0,0.032,0.0,0.0
p25027,0.008,0.001,0.304,0.0,0.645,0.0,0.042,0.0,0.0
p26001,0.845,0.01,0.094,0.0,0.007,0.0,0.027,0.017,0.0
p26003,0.82,0.002,0.009,0.0,0.001,0.0,0.002,0.166,0.0
p26005,0.779,0.046,0.04,0.0,0.001,0.0,0.028,0.102,0.004
p26007,0.861,0.008,0.083,0.0,0.007,0.0,0.021,0.02,0.0
p26009,0.889,0.009,0.038,0.0,0.003,0.0,0.014,0.047,0.001
p26011,0.822,0.017,0.098,0.0,0.005,0.0,0.036,0.022,0.001
p26013,0.705,0.001,0.004,0.0,0.0,0.0,0.001,0.287,0.0
p26015,0.775,0.051,0.065,0.0,0.002,0.0,0.043,0.061,0.003
p26017,0.804,0.021,0.102,0.0,0.004,0.0,0.041,0.026,0.001
p26019,0.879,0.011,0.028,0.0,0.001,0.0,0.012,0.067,0.001
p26021,0.748,0.064,0.03,0.0,0.001,0.0,0.026,0.124,0.007
p26023,0.732,0.082,0.069,0.0,0.002,0.0,0.058,0.052,0.005
p26025,0.749,0.065,0.074,0.0,0.002,0.0,0.054,0.052,0.004
p26027,0.748,0.077,0.043,0.0,0.001,0.0,0.038,0.087,0.006
p26029,0.89,0.006,0.028,0.0,0.002,0.0,0.009,0.065,0.0
p26031,0.892,0.006,0.041,0.0,0.004,0.0,0.012,0.044,0.0
p26033,0.898,0.003,0.028,0.0,0.003,0.0,0.007,0.061,0.0
p26035,0.846,0.019,0.065,0.0,0.003,0.0,0.027,0.039,0.001
p26037,0.776,0.039,0.09,0.0,0.003,0.0,0.049,0.041,0.002
p26039,0.879,0.011,0.054,0.0,0.003,0.0,0.02,0.032,0.001
p26041,0.849,0.004,0.013,0.0,0.001,0.0,0.005,0.127,0.0
p26043,0.794,0.003,0.007,0.0,0.001,0.0,0.003,0.191,0.0
p26045,0.763,0.051,0.082,0.0,0.002,0.0,0.052,0.048,0.003
p26047,0.892,0.006,0.032,0.0,0.003,0.0,0.01,0.057,0.0
p26049,0.742,0.034,0.132,0.0,0.004,0.0,0.062,0.025,0.002
p26051,0.836,0.018,0.078,0.0,0.003,0.0,0.031,0.031,0.001
p26053,0.649,0.001,0.002,0.001,0.0,0.0,0.001,0.345,0.0
p26055,0.887,0.011,0.037,0.0,0.002,0.0,0.015,0.047,0.001
p26057,0.797,0.031,0.086,0.0,0.003,0.0,0.042,0.04,0.002
p26059,0.714,0.083,0.086,0.0,0.002,0.0,0.071,0.04,0.004
p26061,0.656,0.001,0.003,0.0,0.0,0.0,0.001,0.338,0.0
p26063,0.778,0.016,0.139,0.0,0.007,0.0,0.046,0.014,0.001
p26065,0.746,0.049,0.101,0.0,0.003,0.0,0.061,0.037,0.002
p26067,0.789,0.04,0.072,0.0,0.002,0.0,0.041,0.053,0.003
p26069,0.825,0.013,0.106,0.0,0.007,0.0,0.034,0.015,0.001
p26071,0.741,0.002,0.005,0.0,0.0,0.0,0.002,0.249,0.0
p26073,0.825,0.024,0.072,0.0,0.003,0.0,0.033,0.042,0.002
p26075,0.728,0.063,0.097,0.0,0.003,0.0,0.069,0.037,0.003
p26077,0.76,0.064,0.057,0.0,0.002,0.0,0.043,0.069,0.004
p26079,0.884,0.011,0.045,0.0,0.003,0.0,0.017,0.039,0.001
p26081,0.802,0.037,0.057,0.0,0.002,0.0,0.033,0.067,0.003
p26083,0.648,0.001,0.003,0.0,0.0,0.0,0.001,0.347,0.0
p26085,0.856,0.018,0.043,0.0,0.002,0.0,0.02,0.059,0.002
p26087,0.719,0.03,0.159,0.0,0.005,0.0,0.067,0.019,0.001
p26089,0.885,0.007,0.025,0.0,0.002,0.0,0.01,0.07,0.001
p26091,0.69,0.077,0.109,0.0,0.003,0.0,0.088,0.029,0.003
p26093,0.725,0.046,0.124,0.0,0.003,0.0,0.071,0.028,0.002
p26095,0.871,0.002,0.015,0.0,0.002,0.0,0.004,0.105,0.0
p26097,0.892,0.004,0.027,0.0,0.003,0.0,0.007,0.067,0.0
p26099,0.665,0.036,0.188,0.0,0.005,0.0,0.089,0.015,0.001
p26101,0.868,0.013,0.03,0.0,0.001,0.0,0.014,0.072,0.001
p26103,0.767,0.002,0.006,0.0,0.001,0.0,0.002,0.222,0.0
p26105,0.854,0.017,0.03,0.0,0.001,0.0,0.015,0.081,0.002
p26107,0.833,0.024,0.058,0.0,0.002,0.0,0.028,0.053,0.002
p26109,0.842,0.005,0.011,0.0,0.001,0.0,0.005,0.136,0.001
p26111,0.814,0.023,0.087,0.0,0.003,0.0,0.037,0.033,0.001
p26113,0.87,0.015,0.052,0.0,0.003,0.0,0.021,0.039,0.001
p26115,0.658,0.069,0.14,0.0,0.004,0.0,0.107,0.021,0.002
p26117,0.812,0.03,0.067,0.0,0.002,0.0,0.034,0.052,0.002
p26119,0.882,0.009,0.056,0.0,0.004,0.0,0.018,0.031,0.001
p26121,0.813,0.027,0.034,0.0,0.001,0.0,0.02,0.102,0.003
p26123,0.832,0.025,0.047,0.0,0.002,0.0,0.024,0.068,0.002
p26125,0.697,0.041,0.156,0.0,0.004,0.0,0.081,0.021,0.002
p26127,0.833,0.021,0.032,0.0,0.001,0.0,0.017,0.093,0.002
p26129,0.853,0.014,0.076,0.0,0.004,0.0,0.027,0.025,0.001
p26131,0.579,0.001,0.002,0.001,0.0,0.0,0.001,0.417,0.0
p26133,0.853,0.019,0.053,0.0,0.002,0.0,0.023,0.048,0.001
p26135,0.871,0.011,0.064,0.0,0.004,0.0,0.022,0.026,0.001
p26137,0.887,0.009,0.046,0.0,0.003,0.0,0.016,0.038,0.001
p26139,0.796,0.035,0.037,0.0,0.001,0.0,0.023,0.104,0.003
p26141,0.883,0.006,0.061,0.0,0.006,0.0,0.015,0.029,0.0
p26143,0.863,0.015,0.063,0.0,0.003,0.0,0.024,0.031,0.001
p26145,0.781,0.028,0.108,0.0,0.004,0.0,0.048,0.029,0.001
p26147,0.668,0.029,0.201,0.0,0.006,0.0,0.081,0.013,0.001
p26149,0.743,0.081,0.055,0.0,0.002,0.0,0.047,0.068,0.005
p26151,0.719,0.021,0.177,0.0,0.007,0.0,0.062,0.013,0.001
p26153,0.864,0.004,0.016,0.0,0.002,0.0,0.005,0.11,0.0
p26155,0.759,0.037,0.11,0.0,0.003,0.0,0.057,0.032,0.002
p26157,0.765,0.024,0.133,0.0,0.005,0.0,0.052,0.021,0.001
p26159,0.765,0.057,0.038,0.0,0.001,0.0,0.03,0.104,0.005
p26161,0.699,0.058,0.126,0.0,0.003,0.0,0.084,0.027,0.002
p26163,0.664,0.051,0.161,0.0,0.004,0.0,0.099,0.019,0.002
p26165,0.873,0.014,0.043,0.0,0.002,0.0,0.018,0.049,0.001
p27001,0.366,0.0,0.0,0.004,0.0,0.0,0.0,0.629,0.0
p27003,0.438,0.001,0.001,0.003,0.0,0.0,0.0,0.556,0.001
p27005,0.161,0.0,0.0,0.015,0.0,0.0,0.0,0.823,0.0
p27007,0.163,0.0,0.0,0.012,0.0,0.0,0.0,0.825,0.0
p27009,0.365,0.001,0.0,0.005,0.0,0.0,0.0,0.629,0.001
p27011,0.147,0.001,0.0,0.02,0.0,0.0,0.0,0.831,0.001
p27013,0.297,0.002,0.001,0.006,0.0,0.0,0.0,0.691,0.003
p27015,0.258,0.002,0.0,0.008,0.0,0.0,0.0,0.729,0.002
p27017,0.452,0.0,0.001,0.002,0.0,0.0,0.0,0.544,0.0
p27019,0.376,0.001,0.001,0.004,0.0,0.0,0.0,0.617,0.001
p27021,0.267,0.0,0.0,0.007,0.0,0.0,0.0,0.725,0.0
p27023,0.2,0.001,0.0,0.012,0.0,0.0,0.0,0.785,0.001
p27025,0.484,0.001,0.001,0.002,0.0,0.0,0.0,0.511,0.001
p27027,0.118,0.0,0.0,0.023,0.0,0.0,0.0,0.858,0.0
p27029,0.161,0.0,0.0,0.014,0.0,0.0,0.0,0.825,0.0
p27031,0.421,0.0,0.001,0.001,0.0,0.0,0.0,0.576,0.0
p27033,0.207,0.002,0.0,0.011,0.0,0.0,0.0,0.776,0.003
p27035,0.307,0.0,0.0,0.006,0.0,0.0,0.0,0.686,0.0
p27037,0.462,0.001,0.001,0.002,0.0,0.0,0.0,0.532,0.001
p27039,0.384,0.003,0.001,0.003,0.0,0.0,0.001,0.607,0.002
p27041,0.216,0.0,0.0,0.012,0.0,0.0,0.0,0.77,0.001
p27043,0.266,0.003,0.001,0.007,0.0,0.0,0.001,0.719,0.004
p27045,0.402,0.004,0.001,0.002,0.0,0.0,0.001,0.587,0.003
p27047,0.304,0.003,0.001,0.005,0.0,0.0,0.001,0.683,0.003
p27049,0.459,0.002,0.001,0.002,0.0,0.0,0.001,0.534,0.001
p27051,0.173,0.0,0.0,0.016,0.0,0.0,0.0,0.809,0.001
p27053,0.414,0.001,0.001,0.003,0.0,0.0,0.0,0.58,0.001
p27055,0.467,0.004,0.002,0.002,0.0,0.0,0.001,0.522,0.002
p27057,0.211,0.0,0.0,0.01,0.0,0.0,0.0,0.778,0.0
p27059,0.448,0.001,0.001,0.003,0.0,0.0,0.0,0.547,0.001
p27061,0.283,0.0,0.0,0.005,0.0,0.0,0.0,0.711,0.0
p27063,0.186,0.002,0.0,0.013,0.0,0.0,0.0,0.794,0.004
p27065,0.43,0.001,0.001,0.003,0.0,0.0,0.0,0.565,0.0
p27067,0.249,0.001,0.0,0.009,0.0,0.0,0.0,0.74,0.001
p27069,0.062,0.0,0.0,0.031,0.0,0.0,0.0,0.907,0.0
p27071,0.194,0.0,0.0,0.007,0.0,0.0,0.0,0.799,0.0
p27073,0.156,0.001,0.0,0.017,0.0,0.0,0.0,0.825,0.002
p27075,0.412,0.0,0.001,0.002,0.0,0.0,0.0,0.585,0.0
p27077,0.112,0.0,0.0,0.013,0.0,0.0,0.0,0.875,0.0
p27079,0.363,0.002,0.001,0.004,0.0,0.0,0.0,0.628,0.002
p27081,0.146,0.001,0.0,0.017,0.0,0.0,0.0,0.833,0.002
p27083,0.175,0.001,0.0,0.013,0.0,0.0,0.0,0.808,0.002
p27085,0.323,0.001,0.0,0.005,0.0,0.0,0.0,0.669,0.001
p27087,0.144,0.0,0.0,0.017,0.0,0.0,0.0,0.838,0.0
p27089,0.085,0.0,0.0,0.025,0.0,0.0,0.0,0.889,0.0
p27091,0.225,0.002,0.001,0.009,0.0,0.0,0.0,0.759,0.004
p27093,0.296,0.001,0.0,0.006,0.0,0.0,0.0,0.695,0.001
p27095,0.397,0.001,0.0,0.004,0.0,0.0,0.0,0.598,0.001
p27097,0.325,0.001,0.0,0.006,0.0,0.0,0.0,0.668,0.001
p27099,0.348,0.004,0.001,0.003,0.0,0.0,0.001,0.64,0.003
p27101,0.167,0.001,0.0,0.015,0.0,0.0,0.0,0.813,0.003
p27103,0.31,0.002,0.001,0.006,0.0,0.0,0.0,0.679,0.002
p27105,0.151,0.002,0.0,0.017,0.0,0.0,0.0,0.826,0.004
p27107,0.111,0.0,0.0,0.024,0.0,0.0,0.0,0.865,0.0
p27109,0.42,0.003,0.001,0.002,0.0,0.0,0.001,0.571,0.002
p27111,0.182,0.0,0.0,0.014,0.0,0.0,0.0,0.802,0.0
p27113,0.108,0.0,0.0,0.02,0.0,0.0,0.0,0.871,0.0
p27115,0.461,0.001,0.001,0.002,0.0,0.0,0.0,0.535,0.0
p27117,0.137,0.001,0.0,0.019,0.0,0.0,0.0,0.84,0.003
p27119,0.103,0.0,0.0,0.024,0.0,0.0,0.0,0.873,0.0
p27121,0.22,0.001,0.0,0.011,0.0,0.0,0.0,0.767,0.001
p27123,0.46,0.001,0.001,0.002,0.0,0.0,0.0,0.535,0.001
p27125,0.113,0.0,0.0,0.021,0.0,0.0,0.0,0.866,0.0
p27127,0.22,0.001,0.0,0.01,0.0,0.0,0.0,0.766,0.002
p27129,0.254,0.001,0.0,0.008,0.0,0.0,0.0,0.734,0.002
p27131,0.4,0.002,0.001,0.003,0.0,0.0,0.0,0.592,0.002
p27133,0.124,0.002,0.0,0.022,0.0,0.0,0.0,0.848,0.004
p27135,0.086,0.0,0.0,0.02,0.0,0.0,0.0,0.894,0.0
p27137,0.335,0.0,0.0,0.003,0.0,0.0,0.0,0.661,0.0
p27139,0.406,0.001,0.001,0.003,0.0,0.0,0.0,0.587,0.001
p27141,0.387,0.001,0.0,0.004,0.0,0.0,0.0,0.606,0.001
p27143,0.324,0.001,0.001,0.005,0.0,0.0,0.0,0.667,0.002
p27145,0.298,0.001,0.0,0.007,0.0,0.0,0.0,0.693,0.001
p27147,0.363,0.002,0.001,0.004,0.0,0.0,0.001,0.627,0.002
p27149,0.176,0.001,0.0,0.016,0.0,0.0,0.0,0.806,0.001
p27151,0.196,0.001,0.0,0.013,0.0,0.0,0.0,0.789,0.001
p27153,0.261,0.0,0.0,0.009,0.0,0.0,0.0,0.729,0.001
p27155,0.144,0.0,0.0,0.021,0.0,0.0,0.0,0.833,0.001
p27157,0.467,0.002,0.001,0.002,0.0,0.0,0.001,0.525,0.001
p27159,0.225,0.0,0.0,0.01,0.0,0.0,0.0,0.764,0.0
p27161,0.334,0.002,0.001,0.005,0.0,0.0,0.0,0.655,0.003
p27163,0.487,0.001,0.001,0.002,0.0,0.0,0.0,0.508,0.001
p27165,0.248,0.002,0.001,0.008,0.0,0.0,0.0,0.737,0.003
p27167,0.136,0.0,0.0,0.022,0.0,0.0,0.0,0.841,0.001
p27169,0.473,0.003,0.001,0.002,0.0,0.0,0.001,0.518,0.002
p27171,0.357,0.001,0.001,0.004,0.0,0.0,0.0,0.636,0.001
p27173,0.176,0.001,0.0,0.014,0.0,0.0,0.0,0.806,0.002
p28001,0.006,0.483,0.0,0.0,0.0,0.0,0.048,0.014,0.45
p28003,0.089,0.471,0.001,0.0,0.0,0.0,0.084,0.159,0.195
p28005,0.005,0.488,0.0,0.0,0.0,0.0,0.07,0.011,0.426
p28007,0.028,0.587,0.0,0.0,0.0,0.0,0.079,0.061,0.244
p28009,0.082,0.442,0.001,0.0,0.0,0.0,0.056,0.168,0.251
p28011,0.031,0.447,0.0,0.0,0.0,0.0,0.024,0.078,0.419
p28013,0.051,0.545,0.001,0.0,0.0,0.0,0.056,0.107,0.24
p28015,0.034,0.554,0.0,0.0,0.0,0.0,0.053,0.076,0.283
p28017,0.052,0.566,0.001,0.0,0.0,0.0,0.072,0.106,0.202
p28019,0.036,0.604,0.001,0.0,0.0,0.0,0.076,0.075,0.209
p28021,0.009,0.481,0.0,0.0,0.0,0.0,0.056,0.021,0.433
p28023,0.012,0.562,0.0,0.0,0.0,0.0,0.198,0.024,0.203
p28025,0.045,0.603,0.001,0.0,0.0,0.0,0.082,0.09,0.18
p28027,0.044,0.428,0.0,0.0,0.0,0.0,0.022,0.107,0.397
p28029,0.009,0.529,0.0,0.0,0.0,0.0,0.083,0.021,0.357
p28031,0.008,0.517,0.0,0.0,0.0,0.0,0.143,0.017,0.314
p28033,0.072,0.393,0.001,0.0,0.0,0.0,0.031,0.164,0.339
p28035,0.005,0.471,0.0,0.0,0.0,0.0,0.17,0.011,0.342
p28037,0.006,0.524,0.0,0.0,0.0,0.0,0.068,0.015,0.385
p28039,0.004,0.47,0.0,0.0,0.0,0.0,0.254,0.008,0.264
p28041,0.005,0.486,0.0,0.0,0.0,0.0,0.252,0.011,0.245
p28043,0.043,0.539,0.0,0.0,0.0,0.0,0.043,0.095,0.279
p28045,0.003,0.449,0.0,0.0,0.0,0.0,0.137,0.006,0.405
p28047,0.003,0.444,0.0,0.0,0.0,0.0,0.172,0.006,0.375
